source,auteur,date,phrase,aspect,sentiment,flag,gravite,prob_negative,prob_positive,prob_neutral
page_sgci,Mobio Haut Giga,2025-02-21,a vous mais pourquoi moi je tente tjr d avoir cette application mais en vain,application,negatif,Très négatif,Très critique,0.9751,0.0115,0.0134
page_sgci,Eric Konan,2025-02-14,sg connect depuis la je n arrive pas je remplis les documents seulement,application,neutre,Neutre,Aucune,0.0178,0.0125,0.9697
page_sgci,Brice Oulai,2025-02-21,combien coute sg connect et la carte magnetique svo et les agios,frais,neutre,Neutre,Aucune,0.0203,0.0105,0.9692
page_sgci,Brice Oulai,2025-02-21,combien coute sg connect et la carte magnetique svo et les agios,carte,neutre,Neutre,Aucune,0.0203,0.0105,0.9692
page_sgci,Brice Oulai,2025-02-21,combien coute sg connect et la carte magnetique svo et les agios,application,neutre,Neutre,Aucune,0.0203,0.0105,0.9692
page_sgci,Traore Sekou Bah,2025-02-14,quel est le montant maximum a retire au guichet,guichet,neutre,Neutre,Aucune,0.0114,0.021,0.9676
page_sgci,Lyka Nour,2025-02-14,les gestionnaires ne sont pas disponible,gestionnaire,neutre,Neutre,Aucune,0.0317,0.0163,0.952
page_sgci,Marcel Kouadja Bessekon,2025-02-21,comment se connecter sur l application,application,neutre,Neutre,Aucune,0.0064,0.066,0.9276
page_sgci,Autorité Batoua Isidore Diomande,2025-02-07,quand on contracte un pret chez vous pensez a donner un peu du pel au client pour vivre ou ne debitez pas le compte une fois chaque annee pour permettre au client de souffler un peu,service client,positif,Très positif,Aucune,0.0179,0.9674,0.0147
page_sgci,Autorité Batoua Isidore Diomande,2025-02-07,quand on contracte un pret chez vous pensez a donner un peu du pel au client pour vivre ou ne debitez pas le compte une fois chaque annee pour permettre au client de souffler un peu,prêt,positif,Très positif,Aucune,0.0179,0.9674,0.0147
page_sgci,Cè Alêmansika Adévrêsinglouêlê,2025-02-07,mais on attend toujours mobile money operation,application,neutre,Très positif,Aucune,0.0093,0.951,0.0398
page_sgci,Jean Philippe Desblanches,2025-02-14,je tiens a feliciter madame assa prisca mon ancienne gestionnaire a l agence saint andre de yopougon pour son professionnalisme,agence,positif,Très positif,Aucune,0.0157,0.97,0.0143
page_sgci,Jean Philippe Desblanches,2025-02-14,je tiens a feliciter madame assa prisca mon ancienne gestionnaire a l agence saint andre de yopougon pour son professionnalisme,gestionnaire,positif,Très positif,Aucune,0.0157,0.97,0.0143
page_sgci,Mamidou Ouattara,2025-02-21,merci pour l application mais elle coute un peu chaire essayez de revoir un peu a la baisse merci,application,positif,Très positif,Aucune,0.0355,0.9503,0.0142
page_sgci,Francky Chelsea,2025-02-14,c est le decouvert qui s active pas sur la carte magnetique qui gate mon coeur tu depose les dossiers fatigue,carte,neutre,Très positif,Aucune,0.0688,0.9101,0.0211
page_sgci,Walter Kouakou,2025-02-14,depuis l ouverture de mon compte debut decembre 2024 ma gestionnaire m a remis mon identifiant pour sgconnect m a dit je devais recevoir le mot de passe plus tard depuis rien j appelle le 2720201010 qui ne fait que reinitialiser mais je ne recois toujours pas quant a ma gestionnaire j ai passe une journee a son bureau sans qu elle ne puisse trouver une solution a mon probleme je ne sais plus vers qui me tourner pourtant je suis preleve chaque mois pour l application pffffffffdd,agence,negatif,Très négatif,Très critique,1.0,0.0,0.0
page_sgci,Walter Kouakou,2025-02-14,depuis l ouverture de mon compte debut decembre 2024 ma gestionnaire m a remis mon identifiant pour sgconnect m a dit je devais recevoir le mot de passe plus tard depuis rien j appelle le 2720201010 qui ne fait que reinitialiser mais je ne recois toujours pas quant a ma gestionnaire j ai passe une journee a son bureau sans qu elle ne puisse trouver une solution a mon probleme je ne sais plus vers qui me tourner pourtant je suis preleve chaque mois pour l application pffffffffdd,application,negatif,Très négatif,Très critique,1.0,0.0,0.0
page_sgci,Walter Kouakou,2025-02-14,depuis l ouverture de mon compte debut decembre 2024 ma gestionnaire m a remis mon identifiant pour sgconnect m a dit je devais recevoir le mot de passe plus tard depuis rien j appelle le 2720201010 qui ne fait que reinitialiser mais je ne recois toujours pas quant a ma gestionnaire j ai passe une journee a son bureau sans qu elle ne puisse trouver une solution a mon probleme je ne sais plus vers qui me tourner pourtant je suis preleve chaque mois pour l application pffffffffdd,gestionnaire,negatif,Très négatif,Très critique,1.0,0.0,0.0
page_sgci,Korotoume Coulibaly,2025-02-21,comment faire pour avoir l application,application,positif,Positif,Aucune,0.01,0.7407,0.2493
page_sgci,Kouakou Anchise Yoboué,2025-02-14,j ai rempli tous les formulaires au niveau de bouake qui ont ete transferes a ma gestionnaire mais depuis puff svp,gestionnaire,neutre,Très positif,Aucune,0.0169,0.9617,0.0214
page_sgci,Soro Premier Ministre,2025-02-14,sgci est trop chere agio tres eleve fin,frais,negatif,Très négatif,Très critique,0.9763,0.0106,0.0131
page_sgci,Franck Alain Gbi,2025-02-14,je tiens a remercier madame coulibaly ma gestionnaire de sgci man qui est vraiment tres gentillesse decroche son telephone disponible pour ses clients,service client,positif,Très positif,Aucune,0.0166,0.969,0.0144
page_sgci,Franck Alain Gbi,2025-02-14,je tiens a remercier madame coulibaly ma gestionnaire de sgci man qui est vraiment tres gentillesse decroche son telephone disponible pour ses clients,gestionnaire,positif,Très positif,Aucune,0.0166,0.969,0.0144
page_sgci,Hilaire Koukougnon,2025-02-21,est ce je peux faire le virement permanent sur mon compte credimat ou pel,virement,positif,Très positif,Aucune,0.0126,0.8623,0.1251
page_sgci,Donald Espoir Yoboué,2025-02-07,j ai egare ma carte bancaire quels sont les voies et moyens pour m en procurer une autre merci,carte,positif,Positif,Aucune,0.1811,0.7993,0.0197
page_sgci,Charles Evans Dubingue Kesse,2025-07-11,pourquoi les conseillers ne prennent pas les appels des clients,service client,negatif,Très négatif,Très critique,0.9755,0.0103,0.0142
page_sgci,Charles Evans Dubingue Kesse,2025-07-11,pourquoi les conseillers ne prennent pas les appels des clients,gestionnaire,negatif,Très négatif,Très critique,0.9755,0.0103,0.0142
page_sgci,Jean Claude Kili,2025-02-14,franchement le manque de support est alarmant en fait il n y a personne a qui s addresser,service client,negatif,Très négatif,Très critique,0.9768,0.0109,0.0123
page_sgci,Jean Claude Kili,2025-02-14,franchement le manque de support est alarmant en fait il n y a personne a qui s addresser,prêt,negatif,Très négatif,Très critique,0.9768,0.0109,0.0123
page_sgci,Kigninlman Camara,2025-02-21,j utilise regulierement cette application,application,positif,Positif,Aucune,0.0081,0.6185,0.3735
page_sgci,Akoua Tere,2025-02-14,bonjour svp je veux installer l application,application,positif,Très positif,Aucune,0.0098,0.9131,0.0771
page_sgci,Leking Sran Kpa,2025-02-14,quand vous etes a la recherche de clients vous faites les yeux doux mais lorsqu on veut fermer quand il y a un probleme c est tout un tas de choses,service client,negatif,Très négatif,Très critique,0.9642,0.0094,0.0264
page_sgci,Isabelle Lella,2025-02-14,le virement permanent est il facture,virement,neutre,Neutre,Aucune,0.032,0.0246,0.9434
page_sgci,Marylise Laëtitia,2025-02-14,mon application ne passe pas depuis des mois,application,negatif,Neutre,Aucune,0.2969,0.0152,0.6879
page_sgci,Eric Siaba,2025-02-07,cote d ivoire jetez un coup d oeil sur le dab de bangolo depuis vendredi il,guichet,neutre,Très négatif,Très critique,0.9686,0.0096,0.0217
page_sgci,Ezan Samuel,2025-02-21,simple carte bancaire,carte,neutre,Neutre,Aucune,0.0093,0.0183,0.9724
page_sgci,Kouaglo Didier Koualy,2025-02-14,votre agio est tres chere,frais,negatif,Très négatif,Très critique,0.9761,0.0105,0.0133
page_sgci,Alain Ziakon Oulaï,2025-02-28,pas evident application souvent en derangement,application,neutre,Très négatif,Très critique,0.947,0.0156,0.0374
page_sgci,Eric Yankou,2025-02-21,je voudrais savoir combien de temps dure une demande de pret maintenant a la sgbci,prêt,neutre,Neutre,Aucune,0.0096,0.0623,0.9281
page_sgci,Geoffroy Amon,2025-02-14,demandez a vos gestionnaires de valider nos demandes dans leurs mails pour souscrire a sg connect ca fait plus de 3 mois que j attends,application,positif,Très positif,Aucune,0.0127,0.9699,0.0174
page_sgci,Geoffroy Amon,2025-02-14,demandez a vos gestionnaires de valider nos demandes dans leurs mails pour souscrire a sg connect ca fait plus de 3 mois que j attends,gestionnaire,positif,Très positif,Aucune,0.0127,0.9699,0.0174
page_sgci,Kouassi Edgar,2025-02-14,transactions de compte a compte ne marchent pas depuis une semaine,virement,negatif,Très négatif,Très critique,0.9721,0.0112,0.0167
page_sgci,Jean Marc Konan,2025-02-14,est bien beau mais respectez les clients vous ne pouvez pas faire des retenus sur le compte d epargne de quelqu un sans qu il soit informe dirigez moi vers votre service des contentieux sinon je vais faire un poste sur tous les reseaux sociaux et ca va porter je suis dans des groupes tres populaires j attends votre retour,service client,positif,Très positif,Aucune,0.0215,0.9651,0.0134
page_sgci,Koffi Denis,2025-02-14,possible de faire des virement dans les compte de banque conseur,virement,neutre,Légèrement positif,Aucune,0.0156,0.4397,0.5447
page_sgci,Diarra Ibrahim,2025-02-14,moi je veux cree mon compte conseil,gestionnaire,positif,Légèrement positif,Aucune,0.0077,0.3733,0.6189
page_sgci,Rindra Davidh,2025-02-28,jusqu a present nous n avons encore recu le code bancaire dont nous avons demande comment pouvons nous utiliser sg connect vous nous avez promis de nous envoyer le mot de passe nous sommes impatients car nous l avons vraiment besoin,application,positif,Très positif,Aucune,0.0133,0.9656,0.0211
page_sgci,Desire Sib,2025-02-14,nous souhaitons que vous trouvez un moyen de faire une transaction d un mobile money vers le compte,virement,positif,Très positif,Aucune,0.0137,0.9709,0.0154
page_sgci,Desire Sib,2025-02-14,nous souhaitons que vous trouvez un moyen de faire une transaction d un mobile money vers le compte,application,positif,Très positif,Aucune,0.0137,0.9709,0.0154
page_sgci,Jean Claude Kili,2025-02-14,j ai un probleme de reinitialisation d acces a sg connect et depuis des semaines il n y a personne pour m aider je ne recois plus le code de validation de transfert sur mon telephone j ai appele 100 fois le 00225 27 20 20 10 10 mais ca ete une frustrante perte de temps aucune assistance pourrais je avoir l addresse directe,virement,negatif,Très négatif,Très critique,0.9745,0.0113,0.0142
page_sgci,Jean Claude Kili,2025-02-14,j ai un probleme de reinitialisation d acces a sg connect et depuis des semaines il n y a personne pour m aider je ne recois plus le code de validation de transfert sur mon telephone j ai appele 100 fois le 00225 27 20 20 10 10 mais ca ete une frustrante perte de temps aucune assistance pourrais je avoir l addresse directe,service client,negatif,Très négatif,Très critique,0.9745,0.0113,0.0142
page_sgci,Jean Claude Kili,2025-02-14,j ai un probleme de reinitialisation d acces a sg connect et depuis des semaines il n y a personne pour m aider je ne recois plus le code de validation de transfert sur mon telephone j ai appele 100 fois le 00225 27 20 20 10 10 mais ca ete une frustrante perte de temps aucune assistance pourrais je avoir l addresse directe,application,negatif,Très négatif,Très critique,0.9745,0.0113,0.0142
page_sgci,Ve Mi,2025-02-21,ils positionnent des montants en moins sur mon compte bancaire je rends en agence pour leur demander des comptes ils disent qu ils vont revoir et pourtant je ne dois rien,agence,negatif,Neutre,Aucune,0.0837,0.0137,0.9026
page_sgci,Respo Steph,2025-02-14,j ai perdu l identifiant et le mot de passe de mon compte sg connect suite a un changement d aplication et cela dure plus de 3 ans j ai tout essaye jusque la rien comment faire pour avoir mes coordonnes sachant que je suis preleve,application,negatif,Très négatif,Très critique,0.9739,0.0106,0.0155
page_sgci,Adje Antoine Kouassi,2025-02-21,sgci doit revoir sa fiche de stimulation de pret sinon je n y serai pas pour longtemps,prêt,neutre,Neutre,Aucune,0.0206,0.0131,0.9663
page_sgci,Autorité Clinton,2025-02-14,j ai besoin de cette application pour suivre mes debit et mes virements,virement,positif,Très positif,Aucune,0.0086,0.9489,0.0426
page_sgci,Autorité Clinton,2025-02-14,j ai besoin de cette application pour suivre mes debit et mes virements,application,positif,Très positif,Aucune,0.0086,0.9489,0.0426
page_sgci,Jean Roland des Graces,2025-02-14,nous on attend la mise en place des transactions entre sgconnet et mobile,virement,neutre,Neutre,Aucune,0.0056,0.066,0.9284
page_sgci,Jean Roland des Graces,2025-02-14,nous on attend la mise en place des transactions entre sgconnet et mobile,application,neutre,Neutre,Aucune,0.0056,0.066,0.9284
page_sgci,Silué Tenilo Stoya,2025-02-14,bonjour societe generale sgci est ce possible qu on puisse deplacer notre argent vers les mobiles money orange mtn moov ou wave comme les autres le font pour faciliter les attentes inutiles dans vos locaux et aussi nous vos clients perdons assez de temps en attente,service client,positif,Très positif,Aucune,0.057,0.9284,0.0145
page_sgci,Silué Tenilo Stoya,2025-02-14,bonjour societe generale sgci est ce possible qu on puisse deplacer notre argent vers les mobiles money orange mtn moov ou wave comme les autres le font pour faciliter les attentes inutiles dans vos locaux et aussi nous vos clients perdons assez de temps en attente,application,positif,Très positif,Aucune,0.057,0.9284,0.0145
page_sgci,Silué Tenilo Stoya,2025-02-14,bonjour societe generale sgci est ce possible qu on puisse deplacer notre argent vers les mobiles money orange mtn moov ou wave comme les autres le font pour faciliter les attentes inutiles dans vos locaux et aussi nous vos clients perdons assez de temps en attente,agence,positif,Très positif,Aucune,0.057,0.9284,0.0145
page_sgci,Kadybell Koné Epse Koné,2025-02-14,comment faire les retraits sans carte svp,carte,neutre,Neutre,Aucune,0.0076,0.131,0.8614
page_sgci,Kadybell Koné Epse Koné,2025-02-14,comment faire les retraits sans carte svp,retrait,neutre,Neutre,Aucune,0.0076,0.131,0.8614
page_sgci,N'guessan Kelem Kadja Herméss,2025-02-14,des gestionnaire jamais disponible des retraits sans justificatifs sur nos comptes,retrait,negatif,Très négatif,Très critique,1.0,0.0,0.0
page_sgci,N'guessan Kelem Kadja Herméss,2025-02-14,des gestionnaire jamais disponible des retraits sans justificatifs sur nos comptes,gestionnaire,negatif,Très négatif,Très critique,1.0,0.0,0.0
page_sgci,Toure Pan,2025-02-14,je suis nouveau client dans votre banque l application sg connect coute combien par an,service client,neutre,Neutre,Aucune,0.006,0.1186,0.8754
page_sgci,Toure Pan,2025-02-14,je suis nouveau client dans votre banque l application sg connect coute combien par an,application,neutre,Neutre,Aucune,0.006,0.1186,0.8754
page_sgci,Eric Siaba,2025-02-07,le dab de bangolo est hors service depuis vendredi jusqu,guichet,negatif,Négatif,Critique,0.7709,0.011,0.218
page_sgci,Michel Ange Ngah Ambeme,2025-02-07,belle initiative encore une fois felicitations mais toujours en attente de votre reponse pour une opportunite de carriere professionnelle avec nos solutions intelligentes qui vont booster vos services etc,prêt,positif,Très positif,Aucune,0.0154,0.9696,0.015
page_sgci,Fabrice Konan,2025-02-07,pfff tu emprunte 4000000f tu rembourses 12250000f si je savais,prêt,negatif,Très négatif,Très critique,1.0,0.0,0.0
page_sgci,Tenena Yacouba Coulibaly,2025-02-14,je suis a taabo nous avons besoin d une agence ou d un dab les fonctionnaires souffrent vraiment ici chaque mois ils doivent effectuer de longue distance pour effectuer leur operation vraiment aide nous,guichet,negatif,Très négatif,Très critique,1.0,0.0,0.0
page_sgci,Tenena Yacouba Coulibaly,2025-02-14,je suis a taabo nous avons besoin d une agence ou d un dab les fonctionnaires souffrent vraiment ici chaque mois ils doivent effectuer de longue distance pour effectuer leur operation vraiment aide nous,agence,negatif,Très négatif,Très critique,1.0,0.0,0.0
page_sgci,Nouho Youhadougou Dosso,2025-02-07,vous gagnerez a traiter les dossiers de vos clients de l agence d angre 7eme tranche et passer a toujours redemander les memes dossiers,service client,positif,Très positif,Aucune,0.0141,0.9617,0.0242
page_sgci,Nouho Youhadougou Dosso,2025-02-07,vous gagnerez a traiter les dossiers de vos clients de l agence d angre 7eme tranche et passer a toujours redemander les memes dossiers,agence,positif,Très positif,Aucune,0.0141,0.9617,0.0242
page_sgci,Melissa Amenan,2025-02-07,j etais a une retraite spirituelle et bizarrement le pasteur a demande a ce qu on prie pour la cote d ivoire et concernant les chretiens qui n allait pas etre concentre,retrait,positif,Négatif,Critique,0.5807,0.3541,0.0652
page_sgci,Hyacinthe Demenouan,2025-02-07,pas pu voir le match en entier je devais m en tenir aux cris des supporters et aussi voir de temps en temps sur mon telephone,service client,neutre,Neutre,Aucune,0.0144,0.0225,0.9631
page_sgci,Hyacinthe Demenouan,2025-02-07,pas pu voir le match en entier je devais m en tenir aux cris des supporters et aussi voir de temps en temps sur mon telephone,prêt,neutre,Neutre,Aucune,0.0144,0.0225,0.9631
page_sgci,KANYA GROUP,2025-02-07,j etais a la societe generale pour negocier un pret mais on dit que je n ai pas de salaire ohhhh,virement,negatif,Neutre,Aucune,0.078,0.0108,0.9112
page_sgci,KANYA GROUP,2025-02-07,j etais a la societe generale pour negocier un pret mais on dit que je n ai pas de salaire ohhhh,prêt,negatif,Neutre,Aucune,0.078,0.0108,0.9112
page_sgci,Jean Marc Kalo,2025-02-07,vous n allez pas faire virement de janvier actes 2 svp,virement,negatif,Très négatif,Très critique,0.9609,0.0106,0.0285
page_sgci,Kouakou Modeste Blessing,2025-02-07,ca merite un virement de 89 17 millions sur nos comptes a la sgci,virement,positif,Très positif,Aucune,0.0178,0.9671,0.0151
page_sgci,Zanho Chino,2025-02-07,j etais en plein retrait devant le guichet de djamena de rio,guichet,neutre,Neutre,Aucune,0.0103,0.0155,0.9742
page_sgci,Zanho Chino,2025-02-07,j etais en plein retrait devant le guichet de djamena de rio,retrait,neutre,Neutre,Aucune,0.0103,0.0155,0.9742
page_sgci,Siriac Ossey,2025-02-07,et quand c est comme ca vous nous surprenez avec un petit virement pour l anniversaire de 89 17 vous meme vous verrai djamananko qui viendra nous rejoindre meme si on deborde deja,virement,neutre,Très négatif,Très critique,0.9184,0.0115,0.0701
page_sgci,Batouagbeu Oulai,2025-02-07,voila je suis assis sous la bache de sgci yopougon ficgayo depuis 8h30 tout juste pour retirer ma carte dab,guichet,neutre,Neutre,Aucune,0.0068,0.0258,0.9674
page_sgci,Batouagbeu Oulai,2025-02-07,voila je suis assis sous la bache de sgci yopougon ficgayo depuis 8h30 tout juste pour retirer ma carte dab,carte,neutre,Neutre,Aucune,0.0068,0.0258,0.9674
page_sgci,Abdoulaye Doumbia,2025-02-07,laissez ces souvenirs de cote et allez plutot resoudre les requetes des clients qui attendent des solutions depuis des jours les problemes de virement et de blocage de compte meritent plus d attention que des matchs de football agissez maintenant,virement,positif,Très positif,Aucune,0.0232,0.9622,0.0146
page_sgci,Abdoulaye Doumbia,2025-02-07,laissez ces souvenirs de cote et allez plutot resoudre les requetes des clients qui attendent des solutions depuis des jours les problemes de virement et de blocage de compte meritent plus d attention que des matchs de football agissez maintenant,service client,positif,Très positif,Aucune,0.0232,0.9622,0.0146
page_sgci,Limobilié CI,2025-02-07,je m appretais a ouvrir un compte chez vous quand on a egalise bah,prêt,positif,Légèrement positif,Aucune,0.0099,0.4469,0.5432
page_sgci,Donald Espoir Yoboué,2025-02-07,j ai egare ma carte comme en avoir une autre merci,carte,positif,Très négatif,Très critique,0.9726,0.0155,0.0119
page_sgci,Belinda Kassi Epse Amani,2025-02-07,je vous prie de penser a l option de faire de transfert d argent de l application sur les comptes mobiles,virement,positif,Très positif,Aucune,0.0142,0.9687,0.0172
page_sgci,Belinda Kassi Epse Amani,2025-02-07,je vous prie de penser a l option de faire de transfert d argent de l application sur les comptes mobiles,application,positif,Très positif,Aucune,0.0142,0.9687,0.0172
page_sgci,Blobo Andromy Nzue,2025-02-07,merci pour le salaire de janvier qui est vite passe,virement,positif,Très positif,Aucune,0.0152,0.9697,0.0151
page_sgci,Bien Aimé Kouassi,2025-02-07,salut j ai installe l application et renseigne j attends le retour merci,application,positif,Très positif,Aucune,0.01,0.943,0.047
page_sgci,Ouattara Benito Djakaria,2025-03-21,merci cest tres utile le montant plafond du transfert s eleve a combien,virement,positif,Très positif,Aucune,0.015,0.9699,0.0151
page_sgci,Castro Version,2025-02-14,j ai essaye j ai telecharge l application je suis alle a la banque pour mon identifiant mais ca ne fonctionne toujours pas j ai laisse tombe,application,negatif,Très négatif,Très critique,0.9542,0.0124,0.0334
page_sgci,Tiémlo Yéo,2025-03-28,est ce que l application peut gerer 2 comptes compte courant et epargn la fois,application,neutre,Neutre,Aucune,0.01,0.2555,0.7345
page_sgci,Alain Ziakon Oulaï,2025-02-28,parlez nous du cout de cette transaction avant qu on ait nos yeux pour pleurer de l avoir essayee merci,virement,negatif,Très négatif,Très critique,0.8939,0.0925,0.0137
page_sgci,Wawayou Le Rossignol Douto,2025-02-07,cela fait 3 semaines jour pour jour que j avais depose une demande dans l une de vos agences,agence,positif,Légèrement positif,Aucune,0.0077,0.3565,0.6359
page_sgci,Klau De Kouadio,2025-02-07,on attend toujours la connexion sg connect wave pour le plus grand bonheur des populations,application,positif,Très positif,Aucune,0.0117,0.9692,0.0191
page_sgci,Jbr Brou,2025-02-07,l agios et le pret st,frais,neutre,Très négatif,Très critique,0.9745,0.0109,0.0146
page_sgci,Jbr Brou,2025-02-07,l agios et le pret st,prêt,neutre,Très négatif,Très critique,0.9745,0.0109,0.0146
page_sgci,Bi Tra Simon Goa,2025-02-14,je suis a l agence sgci figayo yopougon,agence,neutre,Très négatif,Très critique,0.976,0.0115,0.0125
page_sgci,Bi Tra Simon Goa,2025-02-14,chaque fin du mois par ailleurs depuis ma souscription a sgconnet j ai demande la resiliation a messalia jusque la aucune requete n a pu avoir une reponse pourtant je suis precompte pour sgconnet et pour messalia je pense que c est de l escroquerie bien orchestree je suis tres decu de la sgci car la gestionnaire est incapable de trouver une solution definitive a mes problemes j attends d apurer mes engagements vis a vis de la sgci et puis je leur dirai poliment aurevoir,gestionnaire,negatif,Très négatif,Très critique,0.976,0.0115,0.0125
page_sgci,Bakayoko Demassasso,2025-02-07,cote d ivoire e pourquoi pas avec les mobiles money comme les autres banques le font pour eviter tous ces desagrements de deplacement,application,positif,Très positif,Aucune,0.0226,0.9645,0.0129
page_sgci,Juste Ouloto,2025-02-14,moi j ai suivi toutes les etapes pour installer mon sg connect mais arrive a la derniere etape ou on demande mon mail on met echec que faire alors pour regler ce souci s il vous plait,application,negatif,Très négatif,Très critique,0.9741,0.0124,0.0135
page_sgci,Serge Beugre,2025-02-07,vos agios sont enormes et rendent souvent sales nos salaires,frais,negatif,Très négatif,Très critique,0.975,0.0134,0.0117
page_sgci,Serge Beugre,2025-02-07,vos agios sont enormes et rendent souvent sales nos salaires,virement,negatif,Très négatif,Très critique,0.975,0.0134,0.0117
page_sgci,Batouagbeu Oulai,2025-02-07,a sgci ficgayo des jours d attente pour obtenir sa carte bancaire renouvelee,carte,negatif,Très positif,Aucune,0.0151,0.9705,0.0144
page_sgci,Prunelle Ake,2025-02-14,a present sg connect ne passe pas j ai essaye plusieurs fois mais rien,application,negatif,Très négatif,Très critique,0.9686,0.0112,0.0202
page_sgci,Calixte Mathy's N'dri,2025-02-14,est ce que vous pouvez m expliquer a quoi correspond ces frais de 45 frs qu on me preleve chaque fin de mois,frais,negatif,Légèrement négatif,Modéré,0.5324,0.0509,0.4167
page_sgci,Mary Jay,2025-02-14,pourquoi on ne peut pas resilier messalia au profit de sg connect,application,negatif,Très négatif,Très critique,0.9767,0.0111,0.0122
page_sgci,Autorité Batoua Isidore Diomande,2025-02-07,pensez a ne pas debiter le compte de vos clients qui sont sous le coup d un pret 1 fois dans l annee c est une technique pour soulager vos clients ou donner leur la possibilite d utiliser un peu du pel,service client,positif,Très positif,Aucune,0.0221,0.9637,0.0142
page_sgci,Autorité Batoua Isidore Diomande,2025-02-07,pensez a ne pas debiter le compte de vos clients qui sont sous le coup d un pret 1 fois dans l annee c est une technique pour soulager vos clients ou donner leur la possibilite d utiliser un peu du pel,prêt,positif,Très positif,Aucune,0.0221,0.9637,0.0142
page_sgci,Samuel Amani,2025-01-31,puis je savoir ou esque votre agence de koumassi est precisement situe svp merci,agence,neutre,Très positif,Aucune,0.02,0.9268,0.0532
page_sgci,Achille Dion,2025-02-07,veillez a ce que le client soit a l aise dans vos agences juste un avis,service client,positif,Très négatif,Très critique,0.9564,0.0338,0.0099
page_sgci,Achille Dion,2025-02-07,veillez a ce que le client soit a l aise dans vos agences juste un avis,agence,positif,Très négatif,Très critique,0.9564,0.0338,0.0099
page_sgci,Ebrottié Raoul Kanga,2025-01-31,veuillez bien occuper de vos clients,service client,positif,Très positif,Aucune,0.0155,0.9692,0.0152
page_sgci,Youl Bruner,2025-01-31,de se connecter sur l application,application,neutre,Très négatif,Très critique,0.9386,0.0126,0.0488
page_sgci,Kouyaté Yemory,2025-01-24,j irai ferme mon compte dans votre banque des le debut de ce mois inchallah car depuis les decennies nous persistons sur le rattachement d un reseau mobile pour faciliter notre transactions jusqu a present pas de suite,virement,negatif,Très négatif,Très critique,0.9642,0.0247,0.011
page_sgci,Kouyaté Yemory,2025-01-24,j irai ferme mon compte dans votre banque des le debut de ce mois inchallah car depuis les decennies nous persistons sur le rattachement d un reseau mobile pour faciliter notre transactions jusqu a present pas de suite,application,negatif,Très négatif,Très critique,0.9642,0.0247,0.011
page_sgci,Emmanuella N'kayo Epse Hoppe,2025-01-24,ouvrir un simple compte sogeprimo depuis plus d un mois dans votre agence mosquee,agence,neutre,Très négatif,Très critique,1.0,0.0,0.0
page_sgci,Cedric Zozo,2025-01-24,trouvez un moyen pour qu on puisse faire des retraits via orange monney nous courrons des risques en quittant les zone reculees pour la ville a cause des retraits au guichet,guichet,negatif,Très négatif,Très critique,0.9516,0.0388,0.0096
page_sgci,Cedric Zozo,2025-01-24,trouvez un moyen pour qu on puisse faire des retraits via orange monney nous courrons des risques en quittant les zone reculees pour la ville a cause des retraits au guichet,retrait,negatif,Très négatif,Très critique,0.9516,0.0388,0.0096
page_sgci,Brice Anicet Dalle,2025-01-31,cote d ivoire bonjour je viens de faire un retrait a l espace libre service d assouinde 19 km d assinie,retrait,neutre,Très négatif,Très critique,0.9758,0.0099,0.0142
page_sgci,Konan Darius Kouame,2025-01-24,salut j ai fait la demande de la carte magnetique je n ai pas encore recu jusque la pourquoi cela prend autant de temps comme ca,carte,negatif,Très négatif,Très critique,0.9669,0.0148,0.0183
page_sgci,Ora Lyla Epse Kouko,2025-01-24,mon application ne marche pas depuis le mois de decembre etant en deplacement impossible de trouver une solution tous mes mails ont ete sans suite quand j essaie de me connecter a sg connect on me dit mot de passe ou identifiant incorrecte et pourtant ca toujours ete le meme mot de passe et le meme identifiant franchement c est stressant,application,negatif,Très négatif,Très critique,0.9749,0.0106,0.0145
page_sgci,Zana Moussa Coulibaly,2025-01-24,cela arrive parfois mais cest surtout lorsque lon change de carte sim,carte,neutre,Neutre,Aucune,0.2276,0.02,0.7523
page_sgci,Abé Dachour,2025-01-24,l application deconne depuis un certain temps j ai du mal a l ouvrir,application,negatif,Très négatif,Très critique,0.9736,0.0106,0.0159
page_sgci,Berøuze Kómpressør,2025-01-24,quand on vous demande a quand les transactions vers nos mobiles moneys repondez avec certitude,virement,neutre,Très positif,Aucune,0.0124,0.8404,0.1471
page_sgci,Berøuze Kómpressør,2025-01-24,quand on vous demande a quand les transactions vers nos mobiles moneys repondez avec certitude,application,neutre,Très positif,Aucune,0.0124,0.8404,0.1471
page_sgci,Esther Debaurah Amontchi,2025-01-31,votre machine pour les versements sans passer par la caisse degage aussi un truc,retrait,neutre,Neutre,Aucune,0.0451,0.0108,0.9441
page_sgci,Blé Alexis Tardy Kouassi,2025-01-24,ca fait 3 mois que j ai fait ma demande a l agence de williamsville et rien jusqu a present dommage,agence,neutre,Très négatif,Très critique,0.9688,0.0106,0.0206
page_sgci,Nacanabo Adama,2025-01-24,pourquoi la sgci bloque les comptes des lorsque les virements ne sont pas vite fait c est pas normal,virement,negatif,Très négatif,Très critique,0.9768,0.0113,0.0119
page_sgci,Justin Degny,2025-01-24,un dab a grand lahou svp,guichet,positif,Très positif,Aucune,0.0241,0.9593,0.0166
page_sgci,Michel Sawadogo,2025-01-24,les chequiers sont etablis par la societe et au prix du client,service client,neutre,Neutre,Aucune,0.0084,0.0224,0.9692
